id,graduatingYear,overallScore,curriculum,jobSupport,school_id
251432,2018,5.0,5.0,5.0,10683
251280,2019,5.0,5.0,5.0,10683
251275,2019,5.0,5.0,5.0,10683
251267,2019,5.0,5.0,5.0,10683
251046,2018,5.0,5.0,5.0,10683
251312,2019,5.0,5.0,5.0,10683
245088,2019,5.0,5.0,5.0,10683
247606,2019,5.0,5.0,5.0,10683
247799,2019,5.0,5.0,5.0,10683
245938,2019,3.7,5.0,1.0,10683
247410,2019,5.0,5.0,5.0,10683
247401,2019,3.7,4.0,3.0,10683
232436,2018,5.0,5.0,5.0,10683
245382,2019,4.7,4.0,5.0,10683
246663,2019,5.0,5.0,5.0,10683
246232,2019,4.3,5.0,3.0,10683
245666,2019,5.0,5.0,5.0,10683
246430,2019,5.0,5.0,5.0,10683
247129,2018,5.0,5.0,5.0,10683
245677,2018,5.0,5.0,5.0,10683
245729,2018,5.0,5.0,5.0,10683
245560,2018,5.0,5.0,5.0,10683
245260,2018,4.3,4.0,4.0,10683
243552,2018,5.0,5.0,5.0,10683
245263,2018,4.7,5.0,4.0,10683
232676,2018,4.3,5.0,4.0,10683
232292,2018,5.0,5.0,5.0,10683
245120,2017,5.0,5.0,5.0,10683
245110,2017,4.0,4.0,4.0,10683
244408,2018,5.0,5.0,5.0,10683
244795,2018,3.3,5.0,1.0,10683
243966,2018,4.7,5.0,5.0,10683
244388,2018,4.0,4.0,4.0,10683
244378,2018,5.0,5.0,5.0,10683
242223,2017,4.7,5.0,4.0,10683
243492,2018,5.0,5.0,5.0,10683
242102,2018,5.0,5.0,5.0,10683
241838,2017,5.0,5.0,5.0,10683
246732,2018,5.0,5.0,5.0,10683
241793,2018,5.0,5.0,5.0,10683
244785,2017,5.0,5.0,5.0,10683
241759,2017,5.0,5.0,5.0,10683
241754,2017,4.0,4.0,3.0,10683
241747,2017,5.0,5.0,5.0,10683
241635,2017,5.0,5.0,5.0,10683
244782,2018,4.3,5.0,3.0,10683
241289,2017,4.7,5.0,4.0,10683
240577,2017,4.7,5.0,4.0,10683
241662,2017,4.0,5.0,3.0,10683
239228,2017,5.0,5.0,5.0,10683
238577,2017,4.7,5.0,4.0,10683
244753,2017,5.0,5.0,5.0,10683
237416,2017,5.0,5.0,5.0,10683
237464,2017,4.7,5.0,4.0,10683
243573,2017,5.0,5.0,5.0,10683
237290,2016,5.0,5.0,5.0,10683
244760,2017,5.0,5.0,5.0,10683
237195,2017,5.0,5.0,5.0,10683
244759,2017,5.0,5.0,5.0,10683
244758,2017,5.0,5.0,5.0,10683
237005,2017,4.7,5.0,4.0,10683
244757,2017,5.0,5.0,5.0,10683
236822,2017,5.0,5.0,5.0,10683
236903,2017,4.7,5.0,4.0,10683
236839,2017,4.7,5.0,4.0,10683
244752,2016,5.0,5.0,5.0,10683
244751,2017,5.0,5.0,5.0,10683
244750,2017,5.0,5.0,5.0,10683
244741,2017,5.0,5.0,5.0,10683
235040,2017,5.0,5.0,5.0,10683
244748,2017,4.7,5.0,4.0,10683
236525,2017,5.0,5.0,5.0,10683
236496,2015,5.0,5.0,5.0,10683
235242,2016,4.0,4.0,4.0,10683
234873,2017,5.0,5.0,5.0,10683
244747,2017,4.0,4.0,3.0,10683
235987,2017,4.3,4.0,4.0,10683
244746,2017,5.0,5.0,5.0,10683
244739,2017,5.0,5.0,5.0,10683
244594,2017,4.3,5.0,3.0,10683
243515,2016,5.0,5.0,5.0,10683
244732,2017,5.0,5.0,5.0,10683
244694,2017,4.7,5.0,4.0,10683
235298,2017,4.3,5.0,4.0,10683
244570,2017,4.7,5.0,4.0,10683
244569,2017,5.0,5.0,5.0,10683
244718,2017,5.0,5.0,5.0,10683
244649,2016,4.3,4.0,4.0,10683
244724,2017,5.0,5.0,5.0,10683
244653,2017,5.0,5.0,5.0,10683
244700,2017,4.7,5.0,4.0,10683
244667,2017,4.3,5.0,3.0,10683
244688,2017,5.0,5.0,5.0,10683
244716,2017,5.0,5.0,5.0,10683
244714,2017,4.3,4.0,4.0,10683
231618,2017,4.7,4.0,5.0,10683
244715,2017,5.0,5.0,5.0,10683
244613,2017,4.0,5.0,2.0,10683
244563,2016,5.0,5.0,5.0,10683
244666,2017,5.0,5.0,5.0,10683
244665,2016,5.0,5.0,5.0,10683
244650,2017,4.0,4.0,3.0,10683
244710,2017,5.0,5.0,5.0,10683
232686,2017,5.0,5.0,5.0,10683
244709,2016,4.7,5.0,4.0,10683
244693,2017,5.0,5.0,5.0,10683
244692,2017,4.3,5.0,3.0,10683
244704,2016,5.0,5.0,5.0,10683
244703,2017,4.7,5.0,4.0,10683
236434,2016,3.7,4.0,2.0,10683
244691,2017,4.0,5.0,2.0,10683
244619,2016,5.0,5.0,5.0,10683
244696,2017,5.0,5.0,5.0,10683
244578,2017,5.0,5.0,5.0,10683
236426,2017,4.7,5.0,4.0,10683
244544,2017,4.3,5.0,3.0,10683
244681,2017,4.7,5.0,4.0,10683
243297,2016,4.3,5.0,3.0,10683
242172,2016,4.0,5.0,3.0,10683
296215,2022,5.0,5.0,5.0,11797
296214,2022,5.0,5.0,5.0,11797
296131,2022,5.0,5.0,5.0,11797
296129,2022,5.0,5.0,5.0,11797
296128,2022,5.0,5.0,5.0,11797
296127,2022,5.0,5.0,5.0,11797
296126,2022,5.0,5.0,5.0,11797
296084,2022,5.0,5.0,5.0,11797
296083,2022,5.0,5.0,5.0,11797
296078,2022,5.0,5.0,5.0,11797
296077,2022,5.0,5.0,5.0,11797
296052,2022,5.0,5.0,5.0,11797
296051,2021,5.0,5.0,5.0,11797
296050,2022,5.0,5.0,5.0,11797
296048,2022,5.0,5.0,5.0,11797
296047,2021,5.0,5.0,5.0,11797
296046,2022,5.0,5.0,5.0,11797
296045,2022,5.0,5.0,5.0,11797
296044,2022,5.0,5.0,5.0,11797
296043,2022,5.0,5.0,5.0,11797
296042,2021,5.0,5.0,5.0,11797
295963,2022,5.0,5.0,5.0,11797
295962,2022,5.0,5.0,5.0,11797
295961,2022,5.0,5.0,5.0,11797
295959,2022,5.0,5.0,5.0,11797
295958,2021,5.0,5.0,5.0,11797
295957,2022,5.0,5.0,5.0,11797
295956,2021,5.0,5.0,5.0,11797
295955,2022,5.0,5.0,5.0,11797
295954,2022,5.0,5.0,5.0,11797
295842,2022,5.0,5.0,5.0,11797
295839,2021,5.0,5.0,5.0,11797
295838,2022,5.0,5.0,5.0,11797
295836,2022,5.0,5.0,5.0,11797
295835,2021,5.0,5.0,5.0,11797
295834,2022,5.0,5.0,5.0,11797
295747,2022,5.0,5.0,5.0,11797
295746,2022,5.0,5.0,5.0,11797
295745,2022,5.0,5.0,5.0,11797
295743,2022,5.0,5.0,5.0,11797
295742,2022,5.0,5.0,5.0,11797
295664,2022,5.0,5.0,5.0,11797
295663,2022,5.0,5.0,5.0,11797
295662,2022,5.0,5.0,5.0,11797
295661,2022,5.0,5.0,5.0,11797
295660,2022,5.0,5.0,5.0,11797
295630,2022,5.0,5.0,5.0,11797
295629,2022,5.0,5.0,5.0,11797
295628,2022,5.0,5.0,5.0,11797
295627,2022,5.0,5.0,5.0,11797
295625,2022,5.0,5.0,5.0,11797
295579,2020,5.0,5.0,5.0,11797
295578,2022,5.0,5.0,5.0,11797
295577,2021,5.0,5.0,5.0,11797
295576,2022,5.0,5.0,5.0,11797
295573,2022,5.0,5.0,5.0,11797
295550,2022,5.0,5.0,5.0,11797
295549,2022,5.0,5.0,5.0,11797
295548,2022,5.0,5.0,5.0,11797
295547,2021,5.0,5.0,5.0,11797
295546,2022,5.0,5.0,5.0,11797
295499,2022,5.0,5.0,5.0,11797
295498,2022,5.0,5.0,5.0,11797
295497,2022,5.0,5.0,5.0,11797
295488,2022,5.0,5.0,5.0,11797
295486,2021,5.0,5.0,5.0,11797
295474,2022,5.0,5.0,5.0,11797
295473,2022,5.0,5.0,5.0,11797
295471,2022,5.0,5.0,5.0,11797
295470,2021,5.0,5.0,5.0,11797
295441,2022,5.0,5.0,5.0,11797
295440,2022,5.0,5.0,5.0,11797
295439,2022,5.0,5.0,5.0,11797
295438,2022,5.0,5.0,5.0,11797
295387,2022,5.0,5.0,5.0,11797
295386,2022,5.0,5.0,5.0,11797
295385,2021,5.0,5.0,5.0,11797
295384,2021,5.0,5.0,5.0,11797
295383,2022,5.0,5.0,5.0,11797
295382,2021,5.0,5.0,5.0,11797
295381,2022,5.0,5.0,5.0,11797
295372,2021,5.0,5.0,5.0,11797
295371,2022,5.0,5.0,5.0,11797
295370,2022,5.0,5.0,5.0,11797
295319,2021,5.0,5.0,5.0,11797
295318,2020,5.0,5.0,5.0,11797
295317,2021,5.0,5.0,5.0,11797
295316,2021,5.0,5.0,5.0,11797
295315,2022,5.0,5.0,5.0,11797
295280,2022,5.0,5.0,5.0,11797
295279,2021,5.0,5.0,5.0,11797
295278,2022,5.0,5.0,5.0,11797
295271,2021,5.0,5.0,5.0,11797
295253,2022,5.0,5.0,5.0,11797
295252,2022,5.0,5.0,5.0,11797
295203,2022,5.0,5.0,5.0,11797
295053,2022,5.0,5.0,5.0,11797
294958,2021,5.0,5.0,5.0,11797
294917,2021,5.0,5.0,5.0,11797
294886,2022,5.0,5.0,5.0,11797
294862,2022,5.0,5.0,5.0,11797
294837,2020,5.0,5.0,5.0,11797
294812,2021,5.0,5.0,5.0,11797
306372,2023,3.3,3.0,4.0,10828
306215,2023,4.0,4.0,4.0,10828
306068,2023,5.0,5.0,5.0,10828
305297,2023,4.0,3.0,4.0,10828
305278,2023,5.0,5.0,5.0,10828
305231,2023,1.0,1.0,1.0,10828
305096,2023,4.3,5.0,4.0,10828
305091,2023,4.3,5.0,4.0,10828
305014,2023,5.0,5.0,5.0,10828
304980,2023,5.0,5.0,5.0,10828
304977,2023,5.0,5.0,5.0,10828
304968,2023,5.0,5.0,5.0,10828
304955,2023,4.3,5.0,4.0,10828
304781,2023,4.0,4.0,4.0,10828
303473,2023,4.3,4.0,4.0,10828
303383,2023,4.7,4.0,5.0,10828
303371,2023,4.3,4.0,5.0,10828
302783,2023,4.7,5.0,4.0,10828
302774,2023,5.0,5.0,5.0,10828
302682,2023,2.7,2.0,3.0,10828
302245,2023,2.0,2.0,2.0,10828
301920,2023,4.7,5.0,4.0,10828
301899,2023,4.7,5.0,4.0,10828
301673,2023,5.0,5.0,5.0,10828
301626,2023,5.0,5.0,5.0,10828
301622,2023,5.0,5.0,5.0,10828
301566,2023,1.3,1.0,1.0,10828
301007,2023,5.0,5.0,5.0,10828
301003,2023,5.0,5.0,5.0,10828
300701,2023,5.0,5.0,5.0,10828
300599,2023,5.0,5.0,5.0,10828
300597,2023,4.0,4.0,4.0,10828
300526,2023,4.3,5.0,3.0,10828
300130,2023,4.3,5.0,4.0,10828
300057,2022,2.0,4.0,1.0,10828
299681,2022,4.7,5.0,4.0,10828
299425,2023,4.0,4.0,4.0,10828
299312,2023,4.0,4.0,4.0,10828
299301,2023,5.0,5.0,5.0,10828
299046,2023,1.7,2.0,1.0,10828
298679,2023,5.0,5.0,5.0,10828
298019,2023,4.3,5.0,3.0,10828
297671,2023,3.7,4.0,3.0,10828
297668,2023,5.0,5.0,5.0,10828
297606,2023,4.3,4.0,4.0,10828
297578,2023,1.7,2.0,2.0,10828
297561,2023,4.0,4.0,4.0,10828
297202,2023,5.0,5.0,5.0,10828
297188,2023,5.0,5.0,5.0,10828
297136,2023,4.7,5.0,4.0,10828
297018,2023,4.0,4.0,4.0,10828
297010,2023,3.7,4.0,3.0,10828
296291,2021,4.0,4.0,3.0,10828
296287,2021,5.0,5.0,5.0,10828
296286,2021,5.0,5.0,5.0,10828
296258,2022,3.3,4.0,2.0,10828
296252,2021,5.0,5.0,5.0,10828
296251,2022,5.0,5.0,5.0,10828
296250,2021,4.0,4.0,4.0,10828
296249,2021,5.0,5.0,5.0,10828
296206,2022,5.0,5.0,5.0,10828
296105,2022,5.0,5.0,5.0,10828
296087,2021,4.3,5.0,3.0,10828
296064,2022,5.0,5.0,5.0,10828
296014,2022,5.0,5.0,5.0,10828
295964,2022,4.7,5.0,4.0,10828
295952,2022,4.7,5.0,4.0,10828
295907,2022,5.0,5.0,5.0,10828
295862,2022,4.7,5.0,4.0,10828
295850,2021,4.0,5.0,2.0,10828
295837,2022,4.7,5.0,4.0,10828
295824,2022,3.0,5.0,1.0,10828
295775,2022,3.7,5.0,1.0,10828
295767,2022,5.0,5.0,5.0,10828
295724,2020,3.7,3.0,4.0,10828
295717,2022,5.0,5.0,5.0,10828
295679,2022,5.0,5.0,5.0,10828
295646,2022,4.7,5.0,4.0,10828
295643,2022,5.0,5.0,5.0,10828
295634,2022,5.0,5.0,5.0,10828
295608,2021,4.3,5.0,4.0,10828
295595,2021,4.3,4.0,5.0,10828
295582,2021,5.0,5.0,5.0,10828
295567,2021,5.0,5.0,5.0,10828
295563,2021,5.0,5.0,5.0,10828
295561,2021,5.0,5.0,5.0,10828
295560,2020,5.0,5.0,5.0,10828
295557,2021,4.7,4.0,5.0,10828
295530,2022,5.0,5.0,5.0,10828
295500,2022,5.0,5.0,5.0,10828
295495,2022,4.0,3.0,4.0,10828
295451,2022,5.0,5.0,5.0,10828
295446,2022,3.7,3.0,4.0,10828
295442,2022,5.0,5.0,5.0,10828
295437,2022,5.0,5.0,5.0,10828
295434,2022,5.0,5.0,5.0,10828
295433,2022,3.0,3.0,3.0,10828
295429,2022,3.7,4.0,3.0,10828
295427,2022,5.0,5.0,5.0,10828
295411,2022,4.7,5.0,4.0,10828
295396,2022,5.0,5.0,5.0,10828
295392,2022,4.7,5.0,4.0,10828
295375,2022,5.0,5.0,5.0,10828
295373,2022,5.0,5.0,5.0,10828
295324,2022,5.0,5.0,5.0,10828
295321,2022,4.7,5.0,4.0,10828
295281,2022,5.0,5.0,5.0,10828
295275,2022,5.0,5.0,5.0,10828
295160,2022,4.3,4.0,4.0,10828
295156,2022,5.0,5.0,5.0,10828
295140,2022,4.3,4.0,5.0,10828
295032,2022,4.7,5.0,4.0,10828
294918,2022,5.0,5.0,5.0,10828
294813,2022,5.0,5.0,5.0,10828
294615,2022,5.0,5.0,5.0,10828
294342,2022,5.0,5.0,5.0,10828
294211,2022,5.0,5.0,5.0,10828
294206,2022,5.0,5.0,5.0,10828
294177,2022,4.3,4.0,4.0,10828
294176,2022,4.0,5.0,2.0,10828
294009,2022,4.0,5.0,3.0,10828
293764,2022,3.3,3.0,3.0,10828
293752,2022,3.7,4.0,4.0,10828
293725,2022,3.3,4.0,3.0,10828
293664,2022,5.0,5.0,5.0,10828
293621,2022,3.3,3.0,4.0,10828
293620,2022,5.0,5.0,5.0,10828
293450,2022,5.0,5.0,5.0,10828
293414,2022,5.0,5.0,5.0,10828
293413,2022,5.0,5.0,5.0,10828
293392,2022,5.0,5.0,5.0,10828
293390,2022,5.0,5.0,5.0,10828
293386,2022,4.7,4.0,5.0,10828
293379,2022,5.0,5.0,5.0,10828
293375,2022,5.0,5.0,5.0,10828
293374,2022,5.0,5.0,5.0,10828
293175,2022,4.3,3.0,5.0,10828
293171,2022,5.0,5.0,5.0,10828
292845,2022,4.7,5.0,4.0,10828
292077,2022,4.7,5.0,4.0,10828
292070,2022,4.0,4.0,4.0,10828
291988,2022,4.3,4.0,4.0,10828
291974,2022,4.7,5.0,5.0,10828
291924,2022,4.7,5.0,5.0,10828
291922,2022,5.0,5.0,5.0,10828
291917,2022,4.7,5.0,4.0,10828
291895,2022,4.3,4.0,4.0,10828
291886,2022,4.0,3.0,5.0,10828
291872,2022,4.3,4.0,4.0,10828
290712,2022,4.0,4.0,4.0,10828
290576,2022,5.0,5.0,5.0,10828
290573,2022,4.7,4.0,5.0,10828
290330,2022,5.0,5.0,5.0,10828
290138,2022,1.0,1.0,1.0,10828
290136,2022,1.0,1.0,1.0,10828
290089,2022,1.0,1.0,1.0,10828
290088,2022,1.3,1.0,1.0,10828
290085,2022,1.0,1.0,1.0,10828
290083,2021,1.0,1.0,1.0,10828
289845,2022,5.0,5.0,5.0,10828
289717,2022,4.0,4.0,4.0,10828
289703,2022,5.0,5.0,5.0,10828
289699,2022,5.0,5.0,5.0,10828
289674,2022,5.0,5.0,5.0,10828
289606,2022,4.7,5.0,5.0,10828
289376,2022,5.0,5.0,5.0,10828
289325,2022,4.3,4.0,4.0,10828
288655,2022,5.0,5.0,5.0,10828
288625,2022,5.0,5.0,5.0,10828
288601,2022,4.0,4.0,4.0,10828
288597,2022,5.0,5.0,5.0,10828
288560,2022,4.0,4.0,4.0,10828
287921,2022,4.3,4.0,4.0,10828
287519,2022,3.7,4.0,3.0,10828
286993,2021,4.7,4.0,5.0,10828
286908,2022,4.0,4.0,4.0,10828
286798,2022,5.0,5.0,5.0,10828
286783,2022,4.3,4.0,4.0,10828
286773,2022,3.3,4.0,2.0,10828
286654,2022,1.0,1.0,1.0,10828
286102,2022,4.7,4.0,5.0,10828
285885,2022,5.0,5.0,5.0,10828
285883,2021,5.0,5.0,5.0,10828
285882,2022,4.7,5.0,4.0,10828
285879,2022,5.0,5.0,5.0,10828
284372,2021,5.0,5.0,5.0,10828
284341,2021,5.0,5.0,5.0,10828
284279,2021,4.7,4.0,5.0,10828
283970,2021,3.7,4.0,3.0,10828
283920,2021,4.7,5.0,4.0,10828
283888,2021,3.7,4.0,3.0,10828
283886,2021,3.7,4.0,3.0,10828
283885,2021,4.3,4.0,4.0,10828
283876,2021,3.7,4.0,3.0,10828
283875,2021,5.0,5.0,5.0,10828
283846,2021,3.7,4.0,3.0,10828
283696,2021,5.0,5.0,5.0,10828
283695,2021,4.3,4.0,5.0,10828
283694,2021,5.0,5.0,5.0,10828
283693,2021,5.0,5.0,5.0,10828
282855,2021,4.0,4.0,4.0,10828
282846,2021,2.3,3.0,2.0,10828
282716,2021,4.7,5.0,5.0,10828
282584,2021,4.3,4.0,4.0,10828
282540,2021,5.0,5.0,5.0,10828
282353,2021,4.7,5.0,4.0,10828
282201,2020,1.0,1.0,1.0,10828
281922,2021,4.7,5.0,4.0,10828
281886,2021,4.0,4.0,4.0,10828
281844,2021,4.7,5.0,4.0,10828
281717,2021,3.0,3.0,1.0,10828
281650,2021,5.0,5.0,5.0,10828
281479,2021,5.0,5.0,5.0,10828
281477,2021,3.7,4.0,4.0,10828
281393,2021,4.3,4.0,5.0,10828
281385,2021,1.0,1.0,1.0,10828
281240,2021,4.0,4.0,4.0,10828
281224,2021,5.0,5.0,5.0,10828
281189,2021,4.0,4.0,4.0,10828
280300,2021,5.0,5.0,5.0,10828
280229,2021,5.0,5.0,5.0,10828
279982,2021,5.0,5.0,5.0,10828
279899,2021,5.0,5.0,5.0,10828
279865,2021,5.0,5.0,5.0,10828
279854,2021,4.7,5.0,4.0,10828
278953,2021,4.7,5.0,5.0,10828
278942,2021,5.0,5.0,5.0,10828
278904,2021,4.3,4.0,4.0,10828
278899,2021,4.7,5.0,5.0,10828
278885,2021,5.0,5.0,5.0,10828
278869,2021,4.7,4.0,5.0,10828
278853,2021,4.7,5.0,4.0,10828
278783,2021,5.0,5.0,5.0,10828
278728,2021,4.7,5.0,5.0,10828
278665,2021,4.3,5.0,3.0,10828
278645,2021,5.0,5.0,5.0,10828
278641,2021,5.0,5.0,5.0,10828
276568,2018,1.0,1.0,1.0,10828
276147,2021,5.0,5.0,5.0,10828
275972,2021,4.0,4.0,3.0,10828
275872,2021,4.0,4.0,4.0,10828
275855,2021,4.3,4.0,4.0,10828
275823,2021,5.0,5.0,5.0,10828
275824,2021,5.0,5.0,5.0,10828
275818,2021,5.0,5.0,5.0,10828
275770,2021,4.3,4.0,4.0,10828
275756,2021,5.0,5.0,5.0,10828
275755,2020,5.0,5.0,5.0,10828
275751,2021,5.0,5.0,5.0,10828
275743,2021,5.0,5.0,5.0,10828
275734,2021,5.0,5.0,5.0,10828
275705,2021,5.0,5.0,5.0,10828
275673,2021,4.7,5.0,4.0,10828
275672,2021,5.0,5.0,5.0,10828
275625,2021,5.0,5.0,5.0,10828
275311,2021,5.0,5.0,5.0,10828
275285,2021,5.0,5.0,5.0,10828
274957,2021,5.0,5.0,5.0,10828
274038,2020,4.7,5.0,5.0,10828
273719,2020,5.0,5.0,5.0,10828
272680,2021,5.0,5.0,5.0,10828
272383,2020,2.3,3.0,2.0,10828
272083,2020,5.0,5.0,5.0,10828
271958,2020,5.0,5.0,5.0,10828
271792,2020,5.0,5.0,5.0,10828
271459,2020,4.7,4.0,5.0,10828
271405,2020,5.0,5.0,5.0,10828
271389,2020,4.3,4.0,4.0,10828
271264,2020,5.0,5.0,5.0,10828
271197,2020,4.3,4.0,4.0,10828
270846,2020,2.7,4.0,1.0,10828
270766,2020,5.0,5.0,5.0,10828
270471,2020,5.0,5.0,5.0,10828
270296,2020,4.7,4.0,5.0,10828
270295,2020,5.0,5.0,5.0,10828
270282,2020,5.0,5.0,5.0,10828
270277,2020,4.7,5.0,4.0,10828
270275,2020,4.7,4.0,5.0,10828
270258,2020,4.0,4.0,4.0,10828
270253,2020,4.7,5.0,4.0,10828
270252,2020,4.7,5.0,4.0,10828
270246,2020,5.0,5.0,5.0,10828
270206,2020,4.0,4.0,4.0,10828
270185,2020,4.3,5.0,4.0,10828
270147,2020,5.0,5.0,5.0,10828
270138,2020,5.0,5.0,5.0,10828
269986,2020,4.3,4.0,4.0,10828
269979,2020,3.3,3.0,3.0,10828
269959,2020,3.7,4.0,3.0,10828
269956,2020,5.0,5.0,5.0,10828
269955,2020,5.0,5.0,5.0,10828
269952,2020,4.3,4.0,4.0,10828
269512,2019,2.7,4.0,1.0,10828
269343,2020,3.3,5.0,3.0,10828
269201,2020,5.0,5.0,5.0,10828
269141,2020,5.0,5.0,5.0,10828
269133,2020,5.0,5.0,5.0,10828
269115,2020,4.3,5.0,3.0,10828
269104,2020,4.3,4.0,4.0,10828
269102,2020,4.7,4.0,5.0,10828
269045,2020,5.0,5.0,5.0,10828
269020,2020,5.0,5.0,5.0,10828
269010,2020,4.7,5.0,4.0,10828
268969,2020,3.7,4.0,3.0,10828
268800,2019,2.3,1.0,4.0,10828
268746,2020,4.7,5.0,4.0,10828
268442,2020,5.0,5.0,5.0,10828
268440,2020,5.0,5.0,5.0,10828
268236,2020,1.7,3.0,1.0,10828
268202,2020,5.0,5.0,5.0,10828
268193,2020,5.0,5.0,5.0,10828
268172,2020,5.0,5.0,5.0,10828
268130,2020,5.0,5.0,5.0,10828
268094,2020,4.3,5.0,4.0,10828
268049,2020,5.0,5.0,5.0,10828
267977,2020,4.7,5.0,4.0,10828
267895,2020,1.3,2.0,1.0,10828
267864,2020,5.0,5.0,5.0,10828
267742,2020,5.0,5.0,5.0,10828
267640,2020,4.3,5.0,3.0,10828
267597,2020,3.7,4.0,3.0,10828
267588,2020,4.7,4.0,5.0,10828
267583,2020,4.0,4.0,4.0,10828
267579,2020,5.0,5.0,5.0,10828
267563,2020,5.0,5.0,5.0,10828
267560,2020,5.0,5.0,5.0,10828
267531,2020,5.0,5.0,5.0,10828
267527,2020,5.0,5.0,5.0,10828
267517,2020,5.0,5.0,5.0,10828
267500,2020,5.0,5.0,5.0,10828
267375,2020,5.0,5.0,5.0,10828
267263,2020,4.7,5.0,4.0,10828
267141,2020,5.0,5.0,5.0,10828
266915,2020,4.7,5.0,4.0,10828
266891,2020,5.0,5.0,5.0,10828
266881,2020,5.0,5.0,5.0,10828
266677,2020,5.0,5.0,5.0,10828
266459,2020,4.7,5.0,4.0,10828
266455,2020,4.7,5.0,4.0,10828
266454,2020,4.7,5.0,4.0,10828
266425,2020,5.0,5.0,5.0,10828
266341,2020,5.0,5.0,5.0,10828
266294,2020,5.0,5.0,5.0,10828
266282,2020,5.0,5.0,5.0,10828
266276,2020,5.0,5.0,5.0,10828
266264,2020,4.7,5.0,4.0,10828
266263,2020,4.7,5.0,4.0,10828
266037,2020,5.0,5.0,5.0,10828
266009,2020,4.7,5.0,4.0,10828
265960,2020,4.7,4.0,5.0,10828
265948,2020,4.0,4.0,4.0,10828
265947,2020,5.0,5.0,5.0,10828
265946,2020,4.7,4.0,5.0,10828
265832,2020,4.7,5.0,4.0,10828
265809,2020,4.7,5.0,4.0,10828
265788,2020,5.0,5.0,5.0,10828
265738,2020,5.0,5.0,5.0,10828
265732,2020,5.0,5.0,5.0,10828
265686,2020,5.0,5.0,5.0,10828
265682,2020,3.7,4.0,3.0,10828
265629,2020,5.0,5.0,5.0,10828
265595,2020,5.0,5.0,5.0,10828
265583,2020,5.0,5.0,5.0,10828
265581,2020,3.7,4.0,2.0,10828
265505,2020,5.0,5.0,5.0,10828
265496,2020,5.0,5.0,5.0,10828
265376,2020,5.0,5.0,5.0,10828
265370,2020,5.0,5.0,5.0,10828
265348,2020,5.0,5.0,5.0,10828
265336,2020,5.0,5.0,5.0,10828
265333,2020,5.0,5.0,5.0,10828
265331,2020,5.0,5.0,5.0,10828
265276,2018,5.0,5.0,5.0,10828
265229,2020,5.0,5.0,5.0,10828
265094,2020,5.0,5.0,5.0,10828
264592,2020,5.0,5.0,5.0,10828
264578,2020,4.7,5.0,4.0,10828
264415,2020,5.0,5.0,5.0,10828
264332,2020,5.0,5.0,5.0,10828
264225,2019,5.0,5.0,5.0,10828
264218,2019,5.0,5.0,5.0,10828
264196,2020,5.0,5.0,5.0,10828
264143,2018,5.0,5.0,5.0,10828
264142,2019,1.7,2.0,1.0,10828
264076,2020,5.0,5.0,5.0,10828
264071,2020,5.0,5.0,5.0,10828
264067,2020,4.7,5.0,4.0,10828
264046,2019,5.0,5.0,5.0,10828
264045,2020,4.7,5.0,4.0,10828
264040,2020,5.0,5.0,5.0,10828
264026,2020,4.7,4.0,5.0,10828
264022,2020,4.3,5.0,4.0,10828
264015,2020,5.0,5.0,5.0,10828
264014,2019,4.0,4.0,5.0,10828
264012,2019,5.0,5.0,5.0,10828
264011,2020,5.0,5.0,5.0,10828
264008,2020,4.0,4.0,3.0,10828
264006,2020,5.0,5.0,5.0,10828
264003,2019,5.0,5.0,5.0,10828
264002,2019,5.0,5.0,5.0,10828
264001,2019,5.0,5.0,5.0,10828
263999,2019,5.0,5.0,5.0,10828
263998,2019,4.3,4.0,5.0,10828
263997,2018,5.0,5.0,5.0,10828
263994,2020,5.0,5.0,5.0,10828
263993,2020,4.3,4.0,4.0,10828
263989,2020,5.0,5.0,5.0,10828
263988,2020,5.0,5.0,5.0,10828
263986,2019,5.0,5.0,5.0,10828
263985,2020,5.0,5.0,5.0,10828
263982,2018,5.0,5.0,5.0,10828
263981,2018,5.0,5.0,5.0,10828
263980,2019,5.0,5.0,5.0,10828
263979,2020,5.0,5.0,5.0,10828
263978,2020,5.0,5.0,5.0,10828
263977,2020,5.0,5.0,5.0,10828
263976,2020,4.3,4.0,4.0,10828
263974,2018,5.0,5.0,5.0,10828
263970,2020,4.3,4.0,5.0,10828
263966,2020,5.0,5.0,5.0,10828
263965,2019,4.3,4.0,4.0,10828
263964,2019,4.7,5.0,4.0,10828
263963,2019,5.0,5.0,5.0,10828
263934,2019,5.0,5.0,5.0,10828
263933,2019,5.0,5.0,5.0,10828
263932,2019,5.0,5.0,5.0,10828
263920,2019,5.0,5.0,5.0,10828
263918,2019,5.0,5.0,5.0,10828
263917,2019,5.0,5.0,5.0,10828
263914,2019,5.0,5.0,5.0,10828
263913,2019,5.0,5.0,5.0,10828
263903,2020,5.0,5.0,5.0,10828
263894,2019,4.3,4.0,5.0,10828
263885,2019,4.7,5.0,5.0,10828
263883,2020,5.0,5.0,5.0,10828
263878,2020,5.0,5.0,5.0,10828
263877,2019,4.7,4.0,5.0,10828
263875,2020,5.0,5.0,5.0,10828
263865,2020,5.0,5.0,5.0,10828
263863,2020,5.0,5.0,5.0,10828
263862,2020,4.7,5.0,4.0,10828
263861,2020,5.0,5.0,5.0,10828
263860,2019,5.0,5.0,5.0,10828
